week_ending,week_number,weekly_gross_overall,show,theatre,weekly_gross,potential_gross,avg_ticket_price,top_ticket_price,seats_sold,seats_in_theatre,pct_capacity,performances,previews
1987-05-10,49,4914884,A Chorus Line,Sam S. Shubert Theatre,199324,NA,28.25,NA,7055,1472,0.5991,8,0
1987-05-10,49,4914884,All My Sons,John Golden Theatre,45532,NA,17.32,NA,2629,793,0.4144,8,0
1987-05-10,49,4914884,Asinamali!,Jack Lawrence Theatre,26660,NA,15.99,NA,1667,499,0.4176,8,0
1987-05-10,49,4914884,Big River,Eugene O'Neill Theatre,176303,NA,29.31,NA,6016,1018,0.7387,8,0
1987-05-10,49,4914884,Blithe Spirit,Neil Simon Theatre,201661,NA,31.19,NA,6465,1366,0.5916,8,0
1987-05-10,49,4914884,Broadway Bound,Broadhurst Theatre,221400,NA,29.59,NA,7482,1186,0.7886,8,0
1987-05-10,49,4914884,Cats,Winter Garden Theatre,458088,NA,38.11,NA,12019,1482,1.0137,8,0
1987-05-10,49,4914884,Coastal Disturbances,Circle in the Square Theatre,53230,NA,18.9,NA,2816,604,0.5828,8,0
1987-05-10,49,4914884,Fences,46th Street Theatre,232555,NA,25.44,NA,9143,1276,0.8957,8,0
1987-05-10,49,4914884,I'm Not Rappaport,Booth Theatre,110262,NA,25.51,NA,4322,783,0.69,8,0
1987-05-10,49,4914884,Jackie Mason's The World According to Me!,Brooks Atkinson Theatre,148596,NA,22.52,NA,6599,1072,0.8794,7,0
1987-05-10,49,4914884,La Cage aux Folles,Palace Theatre,259544,NA,28.34,NA,9157,1683,0.6801,8,0
1987-05-10,49,4914884,Les Liaisons Dangereuses,Music Box Theatre,203169,NA,28.02,NA,7251,968,0.9363,8,0
1987-05-10,49,4914884,Les Miserables,Imperial Theatre,513016,NA,36.68,NA,13987,1752,0.9979,8,0
1987-05-10,49,4914884,Me and My Girl,Marquis Theatre,522576,NA,41.45,NA,12608,1570,1.0038,8,0
1987-05-10,49,4914884,Oh! Calcutta!,Edison Theatre,47757,NA,14.69,NA,3251,499,0.6515,10,0
1987-05-10,49,4914884,Pygmalion,Plymouth Theatre,226835,NA,32.21,NA,7043,1102,0.7989,8,0
1987-05-10,49,4914884,Sleight of Hand,Cort Theatre,35442,NA,14.76,NA,2401,1084,0.2769,8,0
1987-05-10,49,4914884,Stardust,Biltmore Theatre,51466,NA,17.94,NA,2869,890,0.4029,8,0
1987-05-10,49,4914884,Starlight Express,Gershwin Theatre,535887,NA,40.82,NA,13127,1803,0.9101,8,0
1987-05-10,49,4914884,Sweet Sue,Royale Theatre,96380,NA,21.86,NA,4409,1058,0.5209,8,0
1987-05-10,49,4914884,The Musical Comedy Murders of 1940,Longacre Theatre,52569,NA,16.49,NA,3187,1096,0.3635,8,0
1987-05-10,49,4914884,The Mystery of Edwin Drood,Imperial Theatre,211142,NA,27.55,NA,7665,1425,0.6724,8,0
1987-05-10,49,4914884,The Nerd,Helen Hayes Theatre,55090,NA,19.11,NA,2883,565,0.6378,8,0
1987-05-17,50,5199978,42nd Street,St. James Theatre,261575,NA,30.01,NA,8717,1583,0.6883,8,0
1987-05-17,50,5199978,A Chorus Line,Sam S. Shubert Theatre,196186,NA,29.22,NA,6714,1472,0.5701,8,0
1987-05-17,50,5199978,All My Sons,John Golden Theatre,56927,NA,16.42,NA,3466,793,0.5463,8,0
1987-05-17,50,5199978,Asinamali!,Jack Lawrence Theatre,27093,NA,16.92,NA,1601,499,0.4011,8,0
1987-05-17,50,5199978,Big River,Eugene O'Neill Theatre,196410,NA,30.51,NA,6437,1018,0.7904,8,0
1987-05-17,50,5199978,Blithe Spirit,Neil Simon Theatre,231719,NA,31.42,NA,7374,1366,0.6748,8,0
1987-05-17,50,5199978,Broadway Bound,Broadhurst Theatre,229718,NA,29.58,NA,7765,1186,0.8184,8,0
1987-05-17,50,5199978,Cats,Winter Garden Theatre,457916,NA,38.06,NA,12031,1482,1.0148,8,0
1987-05-17,50,5199978,Coastal Disturbances,Circle in the Square Theatre,63540,NA,18.74,NA,3391,604,0.7018,8,0
1987-05-17,50,5199978,Fences,46th Street Theatre,237034,NA,25.76,NA,9202,1276,0.9014,8,0
1987-05-17,50,5199978,I'm Not Rappaport,Booth Theatre,132757,NA,26.64,NA,4983,783,0.7955,8,0
1987-05-17,50,5199978,Jackie Mason's The World According to Me!,Brooks Atkinson Theatre,160157,NA,22.61,NA,7083,1072,0.9439,7,0
1987-05-17,50,5199978,La Cage aux Folles,Palace Theatre,298912,NA,29.19,NA,10239,1683,0.7605,8,0
1987-05-17,50,5199978,Les Liaisons Dangereuses,Music Box Theatre,221372,NA,29.64,NA,7468,968,0.9644,8,0
1987-05-17,50,5199978,Les Miserables,Imperial Theatre,514176,NA,36.89,NA,13939,1752,0.9945,8,0
1987-05-17,50,5199978,Me and My Girl,Marquis Theatre,504778,NA,39.95,NA,12634,1570,1.0059,8,0
1987-05-17,50,5199978,Oh! Calcutta!,Edison Theatre,55668,NA,15.05,NA,3699,499,0.7413,10,0
1987-05-17,50,5199978,Pygmalion,Plymouth Theatre,172402,NA,29.24,NA,5897,1102,0.6689,8,0
1987-05-17,50,5199978,Stardust,Biltmore Theatre,55626,NA,20.76,NA,2679,890,0.3763,8,0
1987-05-17,50,5199978,Starlight Express,Gershwin Theatre,550196,NA,40.96,NA,13431,1803,0.9312,8,0
1987-05-17,50,5199978,Sweet Sue,Royale Theatre,121056,NA,23.28,NA,5201,1058,0.6145,8,0
1987-05-17,50,5199978,The Comedy of Errors,Vivian Beaumont Theater,84918,NA,13.44,NA,6317,1087,0.7264,0,8
1987-05-17,50,5199978,The Musical Comedy Murders of 1940,Longacre Theatre,66066,NA,17.12,NA,3859,1096,0.4401,8,0
1987-05-17,50,5199978,The Mystery of Edwin Drood,Imperial Theatre,233410,NA,27.92,NA,8360,1425,0.7333,8,0
1987-05-17,50,5199978,The Nerd,Helen Hayes Theatre,70366,NA,20.39,NA,3451,565,0.7635,8,0
1987-05-24,51,4892454,42nd Street,St. James Theatre,275368,NA,29.62,NA,9297,1583,0.7341,8,0
1987-05-24,51,4892454,A Chorus Line,Sam S. Shubert Theatre,218034,NA,28.14,NA,7749,1472,0.658,8,0
1987-05-24,51,4892454,Big River,Eugene O'Neill Theatre,195770,NA,29.85,NA,6559,1018,0.8054,8,0
1987-05-24,51,4892454,Blithe Spirit,Neil Simon Theatre,211166,NA,29.72,NA,7106,1366,0.6503,8,0
1987-05-24,51,4892454,Broadway Bound,Broadhurst Theatre,235059,NA,29.59,NA,7944,1186,0.8373,8,0
1987-05-24,51,4892454,Cats,Winter Garden Theatre,458960,NA,38.14,NA,12033,1482,1.0149,8,0
1987-05-24,51,4892454,Coastal Disturbances,Circle in the Square Theatre,71362,NA,18.96,NA,3764,604,0.779,8,0
1987-05-24,51,4892454,Fences,46th Street Theatre,243405,NA,25.61,NA,9505,1276,0.9311,8,0
1987-05-24,51,4892454,I'm Not Rappaport,Booth Theatre,123960,NA,25.73,NA,4818,783,0.7692,8,0
1987-05-24,51,4892454,Jackie Mason's The World According to Me!,Brooks Atkinson Theatre,161152,NA,22.66,NA,7112,1072,0.9478,7,0
1987-05-24,51,4892454,La Cage aux Folles,Palace Theatre,287970,NA,28.38,NA,10147,1683,0.7536,8,0
1987-05-24,51,4892454,Les Liaisons Dangereuses,Music Box Theatre,223553,NA,30.27,NA,7386,968,0.9538,8,0
1987-05-24,51,4892454,Les Miserables,Imperial Theatre,509749,NA,36.95,NA,13796,1752,0.9843,8,0
1987-05-24,51,4892454,Me and My Girl,Marquis Theatre,512528,NA,40.24,NA,12736,1570,1.014,8,0
1987-05-24,51,4892454,Oh! Calcutta!,Edison Theatre,61947,NA,15.49,NA,3999,499,0.8014,10,0
1987-05-24,51,4892454,Pygmalion,Plymouth Theatre,198347,NA,29.34,NA,6761,1102,0.7669,8,0
1987-05-24,51,4892454,Starlight Express,Gershwin Theatre,540004,NA,40.02,NA,13492,1803,0.9354,8,0
1987-05-24,51,4892454,Sweet Sue,Royale Theatre,109792,NA,21.25,NA,5166,1058,0.6103,8,0
1987-05-24,51,4892454,The Comedy of Errors,Vivian Beaumont Theater,105701,NA,14.78,NA,7154,1087,0.8227,0,8
1987-05-24,51,4892454,The Musical Comedy Murders of 1940,Longacre Theatre,73568,NA,16.43,NA,4477,1096,0.5106,8,0
1987-05-24,51,4892454,The Nerd,Helen Hayes Theatre,75059,NA,19.88,NA,3775,565,0.8352,8,0
1987-05-31,52,4308465,42nd Street,St. James Theatre,228068,NA,29.86,NA,7639,1583,0.6032,8,0
1987-05-31,52,4308465,A Chorus Line,Sam S. Shubert Theatre,193449,NA,28,NA,6910,1472,0.5868,8,0
1987-05-31,52,4308465,Big River,Eugene O'Neill Theatre,167225,NA,28.01,NA,5970,1018,0.7331,8,0
1987-05-31,52,4308465,Blithe Spirit,Neil Simon Theatre,135425,NA,28.68,NA,4722,1366,0.4321,8,0
1987-05-31,52,4308465,Broadway Bound,Broadhurst Theatre,193842,NA,28.21,NA,6871,1186,0.7242,8,0
1987-05-31,52,4308465,Cats,Winter Garden Theatre,458971,NA,38.12,NA,12039,1482,1.0154,8,0
1987-05-31,52,4308465,Coastal Disturbances,Circle in the Square Theatre,50048,NA,17.88,NA,2799,604,0.5793,8,0
1987-05-31,52,4308465,Fences,46th Street Theatre,219361,NA,24.38,NA,8998,1276,0.8815,8,0
1987-05-31,52,4308465,I'm Not Rappaport,Booth Theatre,96055,NA,25.47,NA,3771,783,0.602,8,0
1987-05-31,52,4308465,Jackie Mason's The World According to Me!,Brooks Atkinson Theatre,152238,NA,23.53,NA,6471,1072,0.8623,7,0
1987-05-31,52,4308465,La Cage aux Folles,Palace Theatre,211093,NA,26.2,NA,8057,1683,0.5984,8,0
1987-05-31,52,4308465,Les Liaisons Dangereuses,Music Box Theatre,204278,NA,30.3,NA,6741,968,0.8705,8,0
1987-05-31,52,4308465,Les Miserables,Imperial Theatre,519110,NA,37.73,NA,13758,1752,0.9816,8,0
1987-05-31,52,4308465,Me and My Girl,Marquis Theatre,514101,NA,40.37,NA,12736,1570,1.014,8,0
1987-05-31,52,4308465,Oh! Calcutta!,Edison Theatre,51408,NA,15.09,NA,3407,499,0.6828,10,0
1987-05-31,52,4308465,Pygmalion,Plymouth Theatre,159942,NA,31.02,NA,5156,1102,0.5848,8,0
1987-05-31,52,4308465,Starlight Express,Gershwin Theatre,475025,NA,37.83,NA,12556,1803,0.8705,8,0
1987-05-31,52,4308465,Sweet Sue,Royale Theatre,74458,NA,21.49,NA,3464,1058,0.4093,8,0
1987-05-31,52,4308465,The Comedy of Errors,Vivian Beaumont Theater,98046,NA,14.57,NA,6731,1087,0.774,1,7
1987-05-31,52,4308465,The Musical Comedy Murders of 1940,Longacre Theatre,46645,NA,17.96,NA,2597,1096,0.2962,8,0
1987-05-31,52,4308465,The Nerd,Helen Hayes Theatre,59677,NA,16.14,NA,3697,565,0.8179,8,0
1987-06-07,1,4340887,42nd Street,St. James Theatre,227350,NA,29.6,NA,7680,1583,0.6064,8,0
1987-06-07,1,4340887,A Chorus Line,Sam S. Shubert Theatre,117759,NA,18.52,NA,6357,1472,0.5398,8,0
1987-06-07,1,4340887,Big River,Eugene O'Neill Theatre,181330,NA,28.14,NA,6445,1018,0.7914,8,0
1987-06-07,1,4340887,Blithe Spirit,Neil Simon Theatre,151856,NA,29.82,NA,5093,1366,0.4661,8,0
1987-06-07,1,4340887,Broadway Bound,Broadhurst Theatre,213586,NA,28.89,NA,7392,1186,0.7791,8,0
1987-06-07,1,4340887,Cats,Winter Garden Theatre,458625,NA,38.1,NA,12038,1482,1.0154,8,0
1987-06-07,1,4340887,Coastal Disturbances,Circle in the Square Theatre,51087,NA,16.31,NA,3133,604,0.6484,8,0
1987-06-07,1,4340887,Fences,46th Street Theatre,219665,NA,24.49,NA,8971,1276,0.8788,8,0
1987-06-07,1,4340887,I'm Not Rappaport,Booth Theatre,108687,NA,25.36,NA,4286,783,0.6842,8,0
1987-06-07,1,4340887,Jackie Mason's The World According to Me!,Brooks Atkinson Theatre,156990,NA,23.42,NA,6704,1072,0.8934,7,0
1987-06-07,1,4340887,La Cage aux Folles,Palace Theatre,248004,NA,28.68,NA,8646,1683,0.6422,8,0
1987-06-07,1,4340887,Les Liaisons Dangereuses,Music Box Theatre,208395,NA,30.02,NA,6941,968,0.8963,8,0
1987-06-07,1,4340887,Les Miserables,Imperial Theatre,519895,NA,37.52,NA,13857,1752,0.9887,8,0
1987-06-07,1,4340887,Me and My Girl,Marquis Theatre,518367,NA,40.7,NA,12736,1570,1.014,8,0
1987-06-07,1,4340887,Oh! Calcutta!,Edison Theatre,48243,NA,14.98,NA,3220,499,0.5866,11,0
1987-06-07,1,4340887,Pygmalion,Plymouth Theatre,157333,NA,30.93,NA,5086,1102,0.5769,8,0
1987-06-07,1,4340887,Starlight Express,Gershwin Theatre,523192,NA,39.12,NA,13375,1803,0.9273,8,0
1987-06-07,1,4340887,The Comedy of Errors,Vivian Beaumont Theater,111562,NA,14.83,NA,7523,1087,0.8651,8,0
1987-06-07,1,4340887,The Musical Comedy Murders of 1940,Longacre Theatre,51616,NA,20.05,NA,2574,1096,0.2936,8,0
1987-06-07,1,4340887,The Nerd,Helen Hayes Theatre,67345,NA,17.81,NA,3782,565,0.8367,8,0
1987-06-14,2,4737770,42nd Street,St. James Theatre,245554,NA,30.67,NA,8007,1583,0.6323,8,0
1987-06-14,2,4737770,A Chorus Line,Sam S. Shubert Theatre,202066,NA,28.95,NA,6980,1472,0.5927,8,0
1987-06-14,2,4737770,Big River,Eugene O'Neill Theatre,202450,NA,27.81,NA,7280,1018,0.8939,8,0
1987-06-14,2,4737770,Blithe Spirit,Neil Simon Theatre,164865,NA,29.31,NA,5625,1366,0.5147,8,0
1987-06-14,2,4737770,Broadway Bound,Broadhurst Theatre,256682,NA,28.38,NA,9043,1186,0.9531,8,0
1987-06-14,2,4737770,Cats,Winter Garden Theatre,457120,NA,38,NA,12031,1482,1.0148,8,0
1987-06-14,2,4737770,Coastal Disturbances,Circle in the Square Theatre,57453,NA,18.17,NA,3162,604,0.6544,8,0
1987-06-14,2,4737770,Fences,46th Street Theatre,251548,NA,26.24,NA,9586,1276,0.9391,8,0
1987-06-14,2,4737770,I'm Not Rappaport,Booth Theatre,124980,NA,24.98,NA,5004,783,0.7989,8,0
1987-06-14,2,4737770,Jackie Mason's The World According to Me!,Brooks Atkinson Theatre,188521,NA,21.8,NA,8646,1072,1.0082,8,0
1987-06-14,2,4737770,La Cage aux Folles,Palace Theatre,283739,NA,28.34,NA,10011,1683,0.7435,8,0
1987-06-14,2,4737770,Les Liaisons Dangereuses,Music Box Theatre,221018,NA,30,NA,7368,968,0.9514,8,0
1987-06-14,2,4737770,Les Miserables,Imperial Theatre,525160,NA,37.51,NA,14002,1752,0.999,8,0
1987-06-14,2,4737770,Me and My Girl,Marquis Theatre,525160,NA,41.23,NA,12736,1570,1.014,8,0
1987-06-14,2,4737770,Oh! Calcutta!,Edison Theatre,47857,NA,14.96,NA,3199,499,0.5828,11,0
1987-06-14,2,4737770,Pygmalion,Plymouth Theatre,168538,NA,35.47,NA,4752,1102,0.539,8,0
1987-06-14,2,4737770,Starlight Express,Gershwin Theatre,555146,NA,39.65,NA,14000,1803,0.9706,8,0
1987-06-14,2,4737770,The Comedy of Errors,Vivian Beaumont Theater,123624,NA,16.48,NA,7503,1087,0.8628,8,0
1987-06-14,2,4737770,The Musical Comedy Murders of 1940,Longacre Theatre,63720,NA,20.05,NA,3178,1096,0.3625,8,0
1987-06-14,2,4737770,The Nerd,Helen Hayes Theatre,72569,NA,18.35,NA,3955,565,0.875,8,0
1987-06-21,3,4563575,42nd Street,St. James Theatre,221902,NA,29.71,NA,7469,1583,0.5898,8,0
1987-06-21,3,4563575,A Chorus Line,Sam S. Shubert Theatre,194192,NA,29.84,NA,6507,1472,0.5526,8,0
1987-06-21,3,4563575,Big River,Eugene O'Neill Theatre,190756,NA,29.26,NA,6520,1018,0.8006,8,0
1987-06-21,3,4563575,Blithe Spirit,Neil Simon Theatre,93908,NA,17.2,NA,5459,1366,0.4995,8,0
1987-06-21,3,4563575,Broadway Bound,Broadhurst Theatre,245559,NA,28.19,NA,8712,1186,0.9182,8,0
1987-06-21,3,4563575,Cats,Winter Garden Theatre,458646,NA,38.1,NA,12037,1482,1.0153,8,0
1987-06-21,3,4563575,Coastal Disturbances,Circle in the Square Theatre,47368,NA,16.63,NA,2848,604,0.5894,8,0
1987-06-21,3,4563575,Fences,46th Street Theatre,254589,NA,26.1,NA,9756,1276,0.9557,8,0
1987-06-21,3,4563575,I'm Not Rappaport,Booth Theatre,129471,NA,24.73,NA,5235,783,0.8357,8,0
1987-06-21,3,4563575,Jackie Mason's The World According to Me!,Brooks Atkinson Theatre,182560,NA,23.98,NA,7613,1072,1.0145,7,0
1987-06-21,3,4563575,La Cage aux Folles,Palace Theatre,248258,NA,28.53,NA,8701,1683,0.6462,8,0
1987-06-21,3,4563575,Les Liaisons Dangereuses,Music Box Theatre,214441,NA,29.19,NA,7347,968,0.9487,8,0
1987-06-21,3,4563575,Les Miserables,Imperial Theatre,524019,NA,37.49,NA,13978,1752,0.9973,8,0
1987-06-21,3,4563575,Me and My Girl,Marquis Theatre,523260,NA,41.09,NA,12736,1570,1.014,8,0
1987-06-21,3,4563575,Oh! Calcutta!,Edison Theatre,48702,NA,14.93,NA,3262,499,0.8171,8,0
1987-06-21,3,4563575,Pygmalion,Plymouth Theatre,166339,NA,31.4,NA,5297,1102,0.6008,8,0
1987-06-21,3,4563575,Starlight Express,Gershwin Theatre,570903,NA,40.16,NA,14214,1803,0.9854,8,0
1987-06-21,3,4563575,The Comedy of Errors,Vivian Beaumont Theater,118767,NA,18.44,NA,6439,1087,0.7405,8,0
1987-06-21,3,4563575,The Musical Comedy Murders of 1940,Longacre Theatre,63928,NA,17.37,NA,3680,1096,0.4197,8,0
1987-06-21,3,4563575,The Nerd,Helen Hayes Theatre,66007,NA,19.18,NA,3442,565,0.7615,8,0
1987-06-28,4,4849820,42nd Street,St. James Theatre,239858,NA,29.44,NA,8148,1583,0.6434,8,0
1987-06-28,4,4849820,A Chorus Line,Sam S. Shubert Theatre,212682,NA,29.15,NA,7295,1472,0.6195,8,0
1987-06-28,4,4849820,Big River,Eugene O'Neill Theatre,191719,NA,29.22,NA,6561,1018,0.8056,8,0
1987-06-28,4,4849820,Blithe Spirit,Neil Simon Theatre,107965,NA,19.66,NA,5492,1366,0.5026,8,0
1987-06-28,4,4849820,Broadway,Royale Theatre,43747,NA,14.25,NA,3071,1078,0.407,4,3
1987-06-28,4,4849820,Broadway Bound,Broadhurst Theatre,251262,NA,28.26,NA,8892,1186,0.9372,8,0
1987-06-28,4,4849820,Cats,Winter Garden Theatre,462309,NA,38.51,NA,12005,1482,1.0126,8,0
1987-06-28,4,4849820,Coastal Disturbances,Circle in the Square Theatre,50238,NA,16.65,NA,3018,604,0.6246,8,0
1987-06-28,4,4849820,Dreamgirls,Ambassador Theatre,108697,NA,23.22,NA,4681,1085,0.5393,1,7
1987-06-28,4,4849820,Fences,46th Street Theatre,260257,NA,26.21,NA,9928,1276,0.9726,8,0
1987-06-28,4,4849820,I'm Not Rappaport,Booth Theatre,146756,NA,25.94,NA,5657,783,0.9031,8,0
1987-06-28,4,4849820,Jackie Mason's The World According to Me!,Brooks Atkinson Theatre,183383,NA,23.83,NA,7696,1072,1.0256,7,0
1987-06-28,4,4849820,La Cage aux Folles,Palace Theatre,282627,NA,28.04,NA,10080,1683,0.7487,8,0
1987-06-28,4,4849820,Les Liaisons Dangereuses,Music Box Theatre,212963,NA,28.79,NA,7398,968,0.9553,8,0
1987-06-28,4,4849820,Les Miserables,Imperial Theatre,527995,NA,37.7,NA,14006,1752,0.9993,8,0
1987-06-28,4,4849820,Me and My Girl,Marquis Theatre,527447,NA,41.38,NA,12746,1570,1.0148,8,0
1987-06-28,4,4849820,Oh! Calcutta!,Edison Theatre,47989,NA,14.97,NA,3206,499,0.5841,11,0
1987-06-28,4,4849820,Pygmalion,Plymouth Theatre,165549,NA,31.15,NA,5314,1102,0.6028,8,0
1987-06-28,4,4849820,Starlight Express,Gershwin Theatre,584592,NA,41.18,NA,14197,1803,0.9843,8,0
1987-06-28,4,4849820,The Comedy of Errors,Vivian Beaumont Theater,100030,NA,18.51,NA,5405,1087,0.6216,8,0
1987-06-28,4,4849820,The Musical Comedy Murders of 1940,Longacre Theatre,65979,NA,17.35,NA,3802,1096,0.4336,8,0
1987-06-28,4,4849820,The Nerd,Helen Hayes Theatre,75776,NA,18.27,NA,4148,565,0.9177,8,0
1987-07-05,5,3920868,42nd Street,St. James Theatre,163295,NA,29.09,NA,5613,1583,0.4432,8,0
1987-07-05,5,3920868,A Chorus Line,Sam S. Shubert Theatre,163548,NA,28.83,NA,5672,1472,0.4817,8,0
1987-07-05,5,3920868,Big River,Eugene O'Neill Theatre,133044,NA,25.78,NA,5161,1018,0.6337,8,0
1987-07-05,5,3920868,Broadway Bound,Broadhurst Theatre,198279,NA,25.44,NA,7795,1186,0.8216,8,0
1987-07-05,5,3920868,Cats,Winter Garden Theatre,468848,NA,38.98,NA,12028,1482,1.0145,8,0
1987-07-05,5,3920868,Coastal Disturbances,Circle in the Square Theatre,43561,NA,15.66,NA,2782,604,0.5757,8,0
1987-07-05,5,3920868,Dreamgirls,Ambassador Theatre,186506,NA,23.49,NA,7941,1085,0.9149,8,0
1987-07-05,5,3920868,Fences,46th Street Theatre,238364,NA,24.88,NA,9579,1276,0.9384,8,0
1987-07-05,5,3920868,I'm Not Rappaport,Booth Theatre,115231,NA,22.54,NA,5113,783,0.8163,8,0
1987-07-05,5,3920868,Jackie Mason's The World According to Me!,Brooks Atkinson Theatre,101725,NA,23.23,NA,4379,1072,1.0212,4,0
1987-07-05,5,3920868,La Cage aux Folles,Palace Theatre,209491,NA,25.05,NA,8362,1683,0.6211,8,0
1987-07-05,5,3920868,Les Liaisons Dangereuses,Music Box Theatre,171191,NA,25.42,NA,6735,968,0.8697,8,0
1987-07-05,5,3920868,Les Miserables,Imperial Theatre,479140,NA,39.11,NA,12250,1752,0.9989,7,0
1987-07-05,5,3920868,Me and My Girl,Marquis Theatre,512684,NA,41.77,NA,12273,1570,0.9771,8,0
1987-07-05,5,3920868,Oh! Calcutta!,Edison Theatre,41063,NA,14.44,NA,2844,499,0.5181,11,0
1987-07-05,5,3920868,Pygmalion,Plymouth Theatre,97895,NA,29.37,NA,3333,1102,0.3781,8,0
1987-07-05,5,3920868,Starlight Express,Gershwin Theatre,441161,NA,34.95,NA,12623,1803,0.8751,8,0
1987-07-05,5,3920868,The Comedy of Errors,Vivian Beaumont Theater,44383,NA,20.04,NA,2215,1087,0.2547,8,0
1987-07-05,5,3920868,The Musical Comedy Murders of 1940,Longacre Theatre,49524,NA,16.49,NA,3004,1096,0.3426,8,0
1987-07-05,5,3920868,The Nerd,Helen Hayes Theatre,61935,NA,16.11,NA,3845,565,0.8507,8,0
1987-07-12,6,4334994,42nd Street,St. James Theatre,204796,NA,29.85,NA,6861,1583,0.5418,8,0
1987-07-12,6,4334994,A Chorus Line,Sam S. Shubert Theatre,209619,NA,28.21,NA,7430,1472,0.6309,8,0
1987-07-12,6,4334994,Big River,Eugene O'Neill Theatre,163726,NA,35.98,NA,4550,1018,0.5587,8,0
1987-07-12,6,4334994,Broadway Bound,Broadhurst Theatre,194335,NA,26.94,NA,7214,1186,0.7603,8,0
1987-07-12,6,4334994,Cats,Winter Garden Theatre,466243,NA,38.82,NA,12011,1482,1.0131,8,0
1987-07-12,6,4334994,Coastal Disturbances,Circle in the Square Theatre,47770,NA,15.91,NA,3002,604,0.6213,8,0
1987-07-12,6,4334994,Dreamgirls,Ambassador Theatre,226380,NA,32.08,NA,7057,1085,0.813,8,0
1987-07-12,6,4334994,Fences,46th Street Theatre,256231,NA,26.41,NA,9702,1276,0.9504,8,0
1987-07-12,6,4334994,I'm Not Rappaport,Booth Theatre,131277,NA,24.96,NA,5259,783,0.8396,8,0
1987-07-12,6,4334994,Jackie Mason's The World According to Me!,Brooks Atkinson Theatre,173254,NA,22.61,NA,7662,1072,1.0211,7,0
1987-07-12,6,4334994,La Cage aux Folles,Palace Theatre,241018,NA,27.87,NA,8648,1683,0.6423,8,0
1987-07-12,6,4334994,Les Liaisons Dangereuses,Music Box Theatre,176372,NA,28,NA,6298,968,0.8133,8,0
1987-07-12,6,4334994,Les Miserables,Imperial Theatre,480303,NA,39.21,NA,12251,1752,0.9989,7,0
1987-07-12,6,4334994,Me and My Girl,Marquis Theatre,523507,NA,41.45,NA,12629,1570,1.0055,8,0
1987-07-12,6,4334994,Oh! Calcutta!,Edison Theatre,43847,NA,14.85,NA,2952,499,0.5378,11,0
1987-07-12,6,4334994,Pygmalion,Plymouth Theatre,96839,NA,34.29,NA,2824,1102,0.3203,8,0
1987-07-12,6,4334994,Starlight Express,Gershwin Theatre,523507,NA,37.65,NA,13905,1803,0.964,8,0
1987-07-12,6,4334994,The Comedy of Errors,Vivian Beaumont Theater,52943,NA,19.39,NA,2731,1087,0.3141,8,0
1987-07-12,6,4334994,The Musical Comedy Murders of 1940,Longacre Theatre,60651,NA,15.42,NA,3934,1096,0.4487,8,0
1987-07-12,6,4334994,The Nerd,Helen Hayes Theatre,62376,NA,17.4,NA,3585,565,0.7931,8,0
1987-07-19,7,4426544,42nd Street,St. James Theatre,242573,NA,29.81,NA,8138,1583,0.6426,8,0
1987-07-19,7,4426544,A Chorus Line,Sam S. Shubert Theatre,234330,NA,26.77,NA,8752,1472,0.7432,8,0
1987-07-19,7,4426544,Big River,Eugene O'Neill Theatre,163867,NA,31.28,NA,5238,1018,0.6432,8,0
1987-07-19,7,4426544,Broadway Bound,Broadhurst Theatre,193069,NA,26.68,NA,7237,1186,0.7628,8,0
1987-07-19,7,4426544,Cats,Winter Garden Theatre,461149,NA,38.5,NA,11977,1482,1.0102,8,0
1987-07-19,7,4426544,Coastal Disturbances,Circle in the Square Theatre,47276,NA,17.14,NA,2759,604,0.571,8,0
1987-07-19,7,4426544,Dreamgirls,Ambassador Theatre,246397,NA,31.95,NA,7713,1085,0.8886,8,0
1987-07-19,7,4426544,Fences,46th Street Theatre,252900,NA,25.87,NA,9776,1276,0.9577,8,0
1987-07-19,7,4426544,I'm Not Rappaport,Booth Theatre,124499,NA,24.45,NA,5093,783,0.8131,8,0
1987-07-19,7,4426544,Jackie Mason's The World According to Me!,Brooks Atkinson Theatre,173189,NA,22.52,NA,7691,1072,0.8968,8,0
1987-07-19,7,4426544,La Cage aux Folles,Palace Theatre,248494,NA,27.67,NA,8980,1683,0.667,8,0
1987-07-19,7,4426544,Les Liaisons Dangereuses,Music Box Theatre,172599,NA,27.02,NA,6388,968,0.8249,8,0
1987-07-19,7,4426544,Les Miserables,Imperial Theatre,476383,NA,38.9,NA,12247,1752,0.9986,7,0
1987-07-19,7,4426544,Me and My Girl,Marquis Theatre,528026,NA,41.88,NA,12608,1570,1.0038,8,0
1987-07-19,7,4426544,Oh! Calcutta!,Edison Theatre,43985,NA,14.54,NA,3025,499,0.5511,11,0
1987-07-19,7,4426544,Pygmalion,Plymouth Theatre,121897,NA,30.01,NA,4062,1102,0.4608,8,0
1987-07-19,7,4426544,Starlight Express,Gershwin Theatre,523405,NA,38,NA,13775,1803,0.955,8,0
1987-07-19,7,4426544,The Comedy of Errors,Vivian Beaumont Theater,59526,NA,19.61,NA,3035,1087,0.349,8,0
1987-07-19,7,4426544,The Musical Comedy Murders of 1940,Longacre Theatre,56028,NA,16.19,NA,3461,1096,0.3947,8,0
1987-07-19,7,4426544,The Nerd,Helen Hayes Theatre,56952,NA,17.36,NA,3281,565,0.7259,8,0
