week_ending,week_number,weekly_gross_overall,show,theatre,weekly_gross,potential_gross,avg_ticket_price,top_ticket_price,seats_sold,seats_in_theatre,pct_capacity,performances,previews
1986-02-23,38,3483191,Cats,Winter Garden Theatre,460904,NA,38.41,NA,12001,1482,1.0122,8,0
1986-02-23,38,3483191,Corpse!,Helen Hayes Theatre,32000,NA,53.33,NA,600,499,0.1503,8,0
1986-02-23,38,3483191,Hay Fever,Music Box Theatre,80061,NA,22.14,NA,3616,1016,0.4449,8,0
1986-02-23,38,3483191,I'm Not Rappaport,Booth Theatre,106795,NA,25.04,NA,4265,785,0.6791,8,0
1986-02-23,38,3483191,Jerry's Girls,St. James Theatre,155838,NA,23.2,NA,6716,1621,0.5179,8,0
1986-02-23,38,3483191,La Cage aux Folles,Palace Theatre,320868,NA,35.03,NA,9159,1683,0.6803,8,0
1986-02-23,38,3483191,Lillian,Ethel Barrymore Theatre,53468,NA,22.88,NA,2337,1088,0.2685,8,0
1986-02-23,38,3483191,Oh! Calcutta!,Edison Theatre,32357,NA,14.26,NA,2269,499,0.5052,9,0
1986-02-23,38,3483191,Singin' in the Rain,Gershwin Theatre,232536,NA,28.49,NA,8162,1933,0.5278,8,0
1986-02-23,38,3483191,Song and Dance,Royale Theatre,196964,NA,33.05,NA,5959,1039,0.7169,8,0
1986-02-23,38,3483191,Tango Argentino,Mark Hellinger Theatre,156040,NA,29.31,NA,5323,1603,0.4151,8,0
1986-02-23,38,3483191,The Caretaker,Circle in the Square Theatre,49864,NA,15.73,NA,3170,666,0.595,8,0
1986-02-23,38,3483191,The Mystery of Edwin Drood,Imperial Theatre,236120,NA,32.42,NA,7284,1425,0.6389,8,0
1986-02-23,38,3483191,The Odd Couple,Broadhurst Theatre,112462,NA,16.68,NA,6743,1181,0.7137,8,0
1986-02-23,38,3483191,The Search for Signs of Intelligent Life in the Universe,Plymouth Theatre,223374,NA,27.35,NA,8167,1079,0.9461,8,0
1986-03-02,39,3156411,42nd Street,St. James Theatre,179346,NA,30.63,NA,5855,1655,0.4422,8,0
1986-03-02,39,3156411,A Chorus Line,Sam S. Shubert Theatre,178695,NA,29.71,NA,6015,1472,0.5108,8,0
1986-03-02,39,3156411,Benefactors,Brooks Atkinson Theatre,161100,NA,29.63,NA,5437,1080,0.6293,8,0
1986-03-02,39,3156411,Big River,Eugene O'Neill Theatre,181186,NA,31.05,NA,5835,1018,0.7165,8,0
1986-03-02,39,3156411,Biloxi Blues,Neil Simon Theatre,108678,NA,24.73,NA,4395,1336,0.4112,8,0
1986-03-02,39,3156411,Blood Knot,John Golden Theatre,63666,NA,14.36,NA,4435,805,0.6887,8,0
1986-03-02,39,3156411,Brighton Beach Memoirs,46th Street Theatre,69050,NA,17.37,NA,3975,1368,0.3632,8,0
1986-03-02,39,3156411,Cats,Winter Garden Theatre,459496,NA,38.62,NA,11899,1482,1.0036,8,0
1986-03-02,39,3156411,Corpse!,Helen Hayes Theatre,31000,NA,62,NA,500,499,0.1253,8,0
1986-03-02,39,3156411,Hay Fever,Music Box Theatre,74593,NA,20.87,NA,3574,1016,0.4397,8,0
1986-03-02,39,3156411,I'm Not Rappaport,Booth Theatre,98403,NA,24.89,NA,3954,785,0.6296,8,0
1986-03-02,39,3156411,Jerry's Girls,St. James Theatre,156110,NA,23.56,NA,6627,1621,0.511,8,0
1986-03-02,39,3156411,La Cage aux Folles,Palace Theatre,299112,NA,33.86,NA,8835,1683,0.6562,8,0
1986-03-02,39,3156411,Oh! Calcutta!,Edison Theatre,30541,NA,14.24,NA,2145,499,0.5373,8,0
1986-03-02,39,3156411,Precious Sons,Longacre Theatre,51056,NA,13.7,NA,3727,1092,0.4266,0,8
1986-03-02,39,3156411,Singin' in the Rain,Gershwin Theatre,204932,NA,28.38,NA,7220,1933,0.4669,8,0
1986-03-02,39,3156411,Song and Dance,Royale Theatre,159636,NA,33.09,NA,4824,1039,0.5804,8,0
1986-03-02,39,3156411,Tango Argentino,Mark Hellinger Theatre,183046,NA,29.33,NA,6241,1603,0.4867,8,0
1986-03-02,39,3156411,The Caretaker,Circle in the Square Theatre,44543,NA,15.63,NA,2850,666,0.5349,8,0
1986-03-02,39,3156411,The Mystery of Edwin Drood,Imperial Theatre,208229,NA,32.83,NA,6342,1425,0.5563,8,0
1986-03-02,39,3156411,The Search for Signs of Intelligent Life in the Universe,Plymouth Theatre,213993,NA,26.98,NA,7931,1079,0.9188,8,0
1986-03-09,40,3017183,42nd Street,St. James Theatre,187598,NA,28.53,NA,6576,1655,0.4967,8,0
1986-03-09,40,3017183,A Chorus Line,Sam S. Shubert Theatre,178880,NA,29.96,NA,5971,1472,0.507,8,0
1986-03-09,40,3017183,Benefactors,Brooks Atkinson Theatre,170488,NA,28.79,NA,5922,1080,0.6854,8,0
1986-03-09,40,3017183,Big River,Eugene O'Neill Theatre,190201,NA,31.62,NA,6016,1018,0.7387,8,0
1986-03-09,40,3017183,Biloxi Blues,Neil Simon Theatre,108491,NA,24.89,NA,4358,1336,0.4077,8,0
1986-03-09,40,3017183,Brighton Beach Memoirs,46th Street Theatre,74894,NA,18.96,NA,3950,1368,0.3609,8,0
1986-03-09,40,3017183,Cats,Winter Garden Theatre,456093,NA,38.33,NA,11899,1482,1.0036,8,0
1986-03-09,40,3017183,Corpse!,Helen Hayes Theatre,41200,NA,58.86,NA,700,499,0.1754,8,0
1986-03-09,40,3017183,Execution of Justice,Virginia Theatre,20693,NA,12.36,NA,1674,1149,0.3642,0,4
1986-03-09,40,3017183,Hay Fever,Music Box Theatre,78659,NA,18.31,NA,4297,1016,0.5287,8,0
1986-03-09,40,3017183,I'm Not Rappaport,Booth Theatre,108447,NA,24.64,NA,4401,785,0.7008,8,0
1986-03-09,40,3017183,Jerry's Girls,St. James Theatre,153887,NA,30.72,NA,5009,1621,0.3863,8,0
1986-03-09,40,3017183,La Cage aux Folles,Palace Theatre,298304,NA,33.23,NA,8977,1683,0.6667,8,0
1986-03-09,40,3017183,Oh! Calcutta!,Edison Theatre,29861,NA,21.01,NA,1421,499,0.3164,9,0
1986-03-09,40,3017183,Precious Sons,Longacre Theatre,62685,NA,14.15,NA,4430,1092,0.5071,0,8
1986-03-09,40,3017183,Singin' in the Rain,Gershwin Theatre,208824,NA,29.14,NA,7165,1933,0.4633,8,0
1986-03-09,40,3017183,Song and Dance,Royale Theatre,175129,NA,32.98,NA,5310,1069,0.6209,8,0
1986-03-09,40,3017183,Tango Argentino,Mark Hellinger Theatre,208809,NA,29.64,NA,7044,1603,0.5493,8,0
1986-03-09,40,3017183,The Caretaker,Circle in the Square Theatre,43063,NA,14.59,NA,2952,666,0.5541,8,0
1986-03-09,40,3017183,The Mystery of Edwin Drood,Imperial Theatre,220977,NA,32.85,NA,6727,1425,0.5901,8,0
1986-03-16,41,3442545,42nd Street,St. James Theatre,223095,NA,28.66,NA,7783,1655,0.5878,8,0
1986-03-16,41,3442545,A Chorus Line,Sam S. Shubert Theatre,223335,NA,29.15,NA,7662,1472,0.6506,8,0
1986-03-16,41,3442545,Benefactors,Brooks Atkinson Theatre,176853,NA,28.55,NA,6194,1080,0.7169,8,0
1986-03-16,41,3442545,Big River,Eugene O'Neill Theatre,234356,NA,33.84,NA,6926,1018,0.8504,8,0
1986-03-16,41,3442545,Biloxi Blues,Neil Simon Theatre,138261,NA,23.53,NA,5877,1336,0.5499,8,0
1986-03-16,41,3442545,Brighton Beach Memoirs,46th Street Theatre,82647,NA,18.52,NA,4462,1368,0.4077,8,0
1986-03-16,41,3442545,Cats,Winter Garden Theatre,459518,NA,38.3,NA,11998,1482,1.012,8,0
1986-03-16,41,3442545,Corpse!,Helen Hayes Theatre,42000,NA,52.5,NA,800,499,0.2004,8,0
1986-03-16,41,3442545,Execution of Justice,Virginia Theatre,46222,NA,13.34,NA,3466,1149,0.3771,4,4
1986-03-16,41,3442545,Hay Fever,Music Box Theatre,80349,NA,20.1,NA,3998,1016,0.4919,8,0
1986-03-16,41,3442545,I'm Not Rappaport,Booth Theatre,116316,NA,24.69,NA,4712,785,0.7503,8,0
1986-03-16,41,3442545,Jerry's Girls,St. James Theatre,177563,NA,26.58,NA,6680,1621,0.5151,8,0
1986-03-16,41,3442545,La Cage aux Folles,Palace Theatre,344087,NA,34.74,NA,9906,1683,0.7357,8,0
1986-03-16,41,3442545,Oh! Calcutta!,Edison Theatre,33594,NA,14.24,NA,2359,499,0.5253,9,0
1986-03-16,41,3442545,Precious Sons,Longacre Theatre,63081,NA,16.22,NA,3890,1092,0.4453,0,8
1986-03-16,41,3442545,Singin' in the Rain,Gershwin Theatre,212821,NA,27.73,NA,7674,1933,0.4962,8,0
1986-03-16,41,3442545,Song and Dance,Royale Theatre,179390,NA,32.54,NA,5513,1039,0.6633,8,0
1986-03-16,41,3442545,Tango Argentino,Mark Hellinger Theatre,217430,NA,29.92,NA,7268,1603,0.5667,8,0
1986-03-16,41,3442545,The Mystery of Edwin Drood,Imperial Theatre,240808,NA,31.4,NA,7669,1425,0.6727,8,0
1986-03-16,41,3442545,The Search for Signs of Intelligent Life in the Universe,Plymouth Theatre,150819,NA,28.61,NA,5272,1079,1,4,0
1986-03-23,42,3533147,42nd Street,St. James Theatre,234218,NA,30.79,NA,7608,1655,0.5746,8,0
1986-03-23,42,3533147,A Chorus Line,Sam S. Shubert Theatre,222512,NA,29.61,NA,7515,1472,0.6382,8,0
1986-03-23,42,3533147,Benefactors,Brooks Atkinson Theatre,179899,NA,28.77,NA,6252,1080,0.7236,8,0
1986-03-23,42,3533147,Big River,Eugene O'Neill Theatre,229115,NA,35.62,NA,6432,1018,0.7898,8,0
1986-03-23,42,3533147,Biloxi Blues,Neil Simon Theatre,126305,NA,23.57,NA,5358,1336,0.5013,8,0
1986-03-23,42,3533147,Brighton Beach Memoirs,46th Street Theatre,79708,NA,19.33,NA,4124,1368,0.3768,8,0
1986-03-23,42,3533147,Cats,Winter Garden Theatre,460779,NA,38.37,NA,12010,1482,1.013,8,0
1986-03-23,42,3533147,Corpse!,Helen Hayes Theatre,42500,NA,50,NA,850,499,0.2129,8,0
1986-03-23,42,3533147,Execution of Justice,Virginia Theatre,26332,NA,13.76,NA,1913,1149,0.2081,8,0
1986-03-23,42,3533147,Hay Fever,Music Box Theatre,84990,NA,22.95,NA,3704,1016,0.4557,8,0
1986-03-23,42,3533147,I'm Not Rappaport,Booth Theatre,119211,NA,25.3,NA,4712,785,0.7503,8,0
1986-03-23,42,3533147,Jerry's Girls,St. James Theatre,181950,NA,25.56,NA,7118,1621,0.5489,8,0
1986-03-23,42,3533147,La Cage aux Folles,Palace Theatre,334324,NA,33.79,NA,9894,1683,0.7348,8,0
1986-03-23,42,3533147,Oh! Calcutta!,Edison Theatre,32746,NA,14.21,NA,2304,499,0.513,9,0
1986-03-23,42,3533147,Precious Sons,Longacre Theatre,71085,NA,19.35,NA,3674,1092,0.4206,4,4
1986-03-23,42,3533147,Singin' in the Rain,Gershwin Theatre,234574,NA,28.99,NA,8091,1933,0.5232,8,0
1986-03-23,42,3533147,Song and Dance,Royale Theatre,197972,NA,31.47,NA,6290,1039,0.7567,8,0
1986-03-23,42,3533147,Tango Argentino,Mark Hellinger Theatre,192089,NA,28.83,NA,6662,1603,0.5195,8,0
1986-03-23,42,3533147,The Mystery of Edwin Drood,Imperial Theatre,256229,NA,32.22,NA,7952,1425,0.6975,8,0
1986-03-23,42,3533147,The Search for Signs of Intelligent Life in the Universe,Plymouth Theatre,226609,NA,27.39,NA,8273,1079,0.9584,8,0
1986-03-30,43,3991705,42nd Street,St. James Theatre,285103,NA,29.67,NA,9608,1655,0.7257,8,0
1986-03-30,43,3991705,A Chorus Line,Sam S. Shubert Theatre,285565,NA,29.09,NA,9816,1472,0.8336,8,0
1986-03-30,43,3991705,Benefactors,Brooks Atkinson Theatre,178990,NA,27.76,NA,6448,1080,0.7463,8,0
1986-03-30,43,3991705,Big River,Eugene O'Neill Theatre,288438,NA,36.31,NA,7944,1018,0.9754,8,0
1986-03-30,43,3991705,Biloxi Blues,Neil Simon Theatre,145573,NA,22.29,NA,6532,1336,0.6112,8,0
1986-03-30,43,3991705,Brighton Beach Memoirs,46th Street Theatre,90237,NA,19.26,NA,4684,1368,0.428,8,0
1986-03-30,43,3991705,Cats,Winter Garden Theatre,456972,NA,38.02,NA,12018,1482,1.0137,8,0
1986-03-30,43,3991705,Corpse!,Helen Hayes Theatre,48355,NA,40.2,NA,1203,499,0.3014,8,0
1986-03-30,43,3991705,Hay Fever,Music Box Theatre,106736,NA,23.53,NA,4536,1016,0.5581,8,0
1986-03-30,43,3991705,I'm Not Rappaport,Booth Theatre,130262,NA,24.45,NA,5328,785,0.8484,8,0
1986-03-30,43,3991705,Jerry's Girls,St. James Theatre,159482,NA,25.67,NA,6212,1621,0.479,8,0
1986-03-30,43,3991705,La Cage aux Folles,Palace Theatre,354981,NA,33.58,NA,10572,1683,0.7852,8,0
1986-03-30,43,3991705,Oh! Calcutta!,Edison Theatre,39805,NA,14.26,NA,2791,499,0.6215,9,0
1986-03-30,43,3991705,Precious Sons,Longacre Theatre,52591,NA,15.07,NA,3489,1092,0.3994,8,0
1986-03-30,43,3991705,Singin' in the Rain,Gershwin Theatre,269940,NA,28.71,NA,9403,1933,0.6081,8,0
1986-03-30,43,3991705,So Long on Lonely Street,Jack Lawrence Theatre,13442,NA,11.1,NA,1211,499,0.4854,0,5
1986-03-30,43,3991705,Social Security,Ethel Barrymore Theatre,80632,NA,22.02,NA,3661,1054,0.5789,0,6
1986-03-30,43,3991705,Song and Dance,Royale Theatre,223362,NA,32,NA,6980,1039,0.8397,8,0
1986-03-30,43,3991705,Tango Argentino,Mark Hellinger Theatre,271073,NA,30.07,NA,9016,1603,0.7031,8,0
1986-03-30,43,3991705,"The Flying Karamazov Brothers ""Juggling and Cheap Theatrics""",Vivian Beaumont Theater,0,NA,0,NA,0,1105,0,0,4
1986-03-30,43,3991705,The Mystery of Edwin Drood,Imperial Theatre,272700,NA,30.8,NA,8854,1425,0.7767,8,0
1986-03-30,43,3991705,The Search for Signs of Intelligent Life in the Universe,Plymouth Theatre,237466,NA,27.68,NA,8579,1079,0.9939,8,0
1986-04-06,44,3632735,42nd Street,St. James Theatre,262723,NA,29.81,NA,8814,1655,0.6657,8,0
1986-04-06,44,3632735,A Chorus Line,Sam S. Shubert Theatre,236833,NA,27.9,NA,8490,1472,0.721,8,0
1986-04-06,44,3632735,Benefactors,Brooks Atkinson Theatre,166552,NA,28.26,NA,5894,1080,0.6822,8,0
1986-04-06,44,3632735,Big Deal,Broadway Theatre,142591,NA,29.06,NA,4907,1741,0.5637,0,5
1986-04-06,44,3632735,Big River,Eugene O'Neill Theatre,261661,NA,35.52,NA,7366,1018,0.9045,8,0
1986-04-06,44,3632735,Biloxi Blues,Neil Simon Theatre,122002,NA,26.43,NA,4616,1336,0.4319,8,0
1986-04-06,44,3632735,Brighton Beach Memoirs,46th Street Theatre,77563,NA,20.21,NA,3838,1368,0.3507,8,0
1986-04-06,44,3632735,Cats,Winter Garden Theatre,463136,NA,38.5,NA,12028,1482,1.0145,8,0
1986-04-06,44,3632735,Corpse!,Helen Hayes Theatre,45900,NA,34.77,NA,1320,499,0.3307,8,0
1986-04-06,44,3632735,I'm Not Rappaport,Booth Theatre,120639,NA,24.12,NA,5002,785,0.7965,8,0
1986-04-06,44,3632735,Jerry's Girls,St. James Theatre,155955,NA,31.79,NA,4906,1621,0.3783,8,0
1986-04-06,44,3632735,La Cage aux Folles,Palace Theatre,340286,NA,33.6,NA,10127,1683,0.7522,8,0
1986-04-06,44,3632735,Loot,Music Box Theatre,36585,NA,16.6,NA,2204,1010,0.4364,0,5
1986-04-06,44,3632735,Oh! Calcutta!,Edison Theatre,33372,NA,14.23,NA,2345,499,0.5222,9,0
1986-04-06,44,3632735,Precious Sons,Longacre Theatre,60178,NA,16.95,NA,3550,1092,0.4064,8,0
1986-04-06,44,3632735,Singin' in the Rain,Gershwin Theatre,273058,NA,27.31,NA,9998,1933,0.6465,8,0
1986-04-06,44,3632735,So Long on Lonely Street,Jack Lawrence Theatre,26050,NA,10.56,NA,2468,499,0.6182,5,3
1986-04-06,44,3632735,Social Security,Ethel Barrymore Theatre,113936,NA,17.51,NA,6508,1054,0.7718,0,8
1986-04-06,44,3632735,Song and Dance,Royale Theatre,211955,NA,31.59,NA,6710,1039,0.8073,8,0
1986-04-06,44,3632735,"The Flying Karamazov Brothers ""Juggling and Cheap Theatrics""",Vivian Beaumont Theater,0,NA,0,NA,0,1105,0,8,0
1986-04-06,44,3632735,The Mystery of Edwin Drood,Imperial Theatre,258637,NA,30.57,NA,8461,1425,0.7422,8,0
1986-04-06,44,3632735,The Search for Signs of Intelligent Life in the Universe,Plymouth Theatre,223123,NA,27.07,NA,8242,1079,0.9548,8,0
1986-04-13,45,3409648,42nd Street,St. James Theatre,220125,NA,31.03,NA,7094,1655,0.5358,8,0
1986-04-13,45,3409648,A Chorus Line,Sam S. Shubert Theatre,208001,NA,27.19,NA,7650,1472,0.6496,8,0
1986-04-13,45,3409648,Benefactors,Brooks Atkinson Theatre,154158,NA,28.1,NA,5486,1080,0.635,8,0
1986-04-13,45,3409648,Big Deal,Broadway Theatre,225612,NA,34.57,NA,6526,1741,0.4686,5,3
1986-04-13,45,3409648,Big River,Eugene O'Neill Theatre,208047,NA,35.56,NA,5850,1018,0.7183,8,0
1986-04-13,45,3409648,Biloxi Blues,Neil Simon Theatre,112442,NA,24.52,NA,4586,1336,0.4291,8,0
1986-04-13,45,3409648,Brighton Beach Memoirs,46th Street Theatre,66344,NA,18.04,NA,3678,1368,0.3361,8,0
1986-04-13,45,3409648,Cats,Winter Garden Theatre,456152,NA,38.03,NA,11996,1482,1.0118,8,0
1986-04-13,45,3409648,Corpse!,Helen Hayes Theatre,37250,NA,36.52,NA,1020,499,0.2555,8,0
1986-04-13,45,3409648,I'm Not Rappaport,Booth Theatre,120252,NA,25.28,NA,4757,785,0.7575,8,0
1986-04-13,45,3409648,Jerry's Girls,St. James Theatre,147500,NA,29.86,NA,4940,1621,0.3809,8,0
1986-04-13,45,3409648,La Cage aux Folles,Palace Theatre,326602,NA,34.14,NA,9566,1683,0.7105,8,0
1986-04-13,45,3409648,Loot,Music Box Theatre,70880,NA,17.08,NA,4150,1010,0.5136,8,0
1986-04-13,45,3409648,Oh! Calcutta!,Edison Theatre,34399,NA,14.24,NA,2416,499,0.538,9,0
1986-04-13,45,3409648,Precious Sons,Longacre Theatre,50848,NA,17.3,NA,2939,1092,0.3364,8,0
1986-04-13,45,3409648,Singin' in the Rain,Gershwin Theatre,247899,NA,28.75,NA,8624,1933,0.5577,8,0
1986-04-13,45,3409648,So Long on Lonely Street,Jack Lawrence Theatre,13783,NA,13.27,NA,1039,499,0.2603,8,0
1986-04-13,45,3409648,Social Security,Ethel Barrymore Theatre,90339,NA,19.04,NA,4745,1054,0.5627,0,8
1986-04-13,45,3409648,Song and Dance,Royale Theatre,173295,NA,32.39,NA,5350,1039,0.6436,8,0
1986-04-13,45,3409648,The Boys in Autumn,Circle in the Square Theatre,13856,NA,17.13,NA,809,604,0.3349,0,4
1986-04-13,45,3409648,"The Flying Karamazov Brothers ""Juggling and Cheap Theatrics""",Vivian Beaumont Theater,0,NA,0,NA,0,1105,0,8,0
1986-04-13,45,3409648,The Mystery of Edwin Drood,Imperial Theatre,230909,NA,31.08,NA,7429,1425,0.6517,8,0
1986-04-13,45,3409648,The Search for Signs of Intelligent Life in the Universe,Plymouth Theatre,200955,NA,27.51,NA,7306,1079,0.8464,8,0
1986-04-20,46,3727500,42nd Street,St. James Theatre,246346,NA,31.43,NA,7837,1655,0.5919,8,0
1986-04-20,46,3727500,A Chorus Line,Sam S. Shubert Theatre,209041,NA,28.68,NA,7289,1472,0.619,8,0
1986-04-20,46,3727500,Benefactors,Brooks Atkinson Theatre,143967,NA,29.41,NA,4895,1080,0.5666,8,0
1986-04-20,46,3727500,Big Deal,Broadway Theatre,248758,NA,34.42,NA,7228,1741,0.519,8,0
1986-04-20,46,3727500,Big River,Eugene O'Neill Theatre,221448,NA,35.53,NA,6233,1018,0.7653,8,0
1986-04-20,46,3727500,Biloxi Blues,Neil Simon Theatre,105089,NA,23.55,NA,4463,1336,0.4176,8,0
1986-04-20,46,3727500,Brighton Beach Memoirs,46th Street Theatre,69453,NA,19.12,NA,3632,1368,0.3319,8,0
1986-04-20,46,3727500,Cats,Winter Garden Theatre,453597,NA,37.77,NA,12008,1482,1.0128,8,0
1986-04-20,46,3727500,Corpse!,Helen Hayes Theatre,31600,NA,37.18,NA,850,499,0.2129,8,0
1986-04-20,46,3727500,I'm Not Rappaport,Booth Theatre,110253,NA,25.41,NA,4339,785,0.6909,8,0
1986-04-20,46,3727500,Jerry's Girls,St. James Theatre,142261,NA,28.67,NA,4962,1621,0.3826,8,0
1986-04-20,46,3727500,La Cage aux Folles,Palace Theatre,352386,NA,35.28,NA,9989,1683,0.7419,8,0
1986-04-20,46,3727500,Loot,Music Box Theatre,99993,NA,18.11,NA,5520,1010,0.6832,8,0
1986-04-20,46,3727500,Oh! Calcutta!,Edison Theatre,36548,NA,14.23,NA,2568,499,0.5718,9,0
1986-04-20,46,3727500,Precious Sons,Longacre Theatre,44583,NA,20.55,NA,2169,1092,0.2483,8,0
1986-04-20,46,3727500,Singin' in the Rain,Gershwin Theatre,245219,NA,28.23,NA,8686,1933,0.5617,8,0
1986-04-20,46,3727500,So Long on Lonely Street,Jack Lawrence Theatre,8987,NA,17.18,NA,523,499,0.131,8,0
1986-04-20,46,3727500,Social Security,Ethel Barrymore Theatre,108918,NA,21.66,NA,5028,1088,0.5777,4,4
1986-04-20,46,3727500,Song and Dance,Royale Theatre,185838,NA,32.89,NA,5651,1039,0.6799,8,0
1986-04-20,46,3727500,Sweet Charity,Minskoff Theatre,131419,NA,42.59,NA,3086,1621,0.238,0,8
1986-04-20,46,3727500,The Boys in Autumn,Circle in the Square Theatre,38445,NA,15.76,NA,2440,604,0.505,0,8
1986-04-20,46,3727500,"The Flying Karamazov Brothers ""Juggling and Cheap Theatrics""",Vivian Beaumont Theater,0,NA,0,NA,0,1105,0,8,0
1986-04-20,46,3727500,The Mystery of Edwin Drood,Imperial Theatre,242282,NA,32.48,NA,7459,1425,0.6543,8,0
1986-04-20,46,3727500,The Petition,John Golden Theatre,43262,NA,14.02,NA,3086,805,0.6389,0,6
1986-04-20,46,3727500,The Search for Signs of Intelligent Life in the Universe,Plymouth Theatre,207807,NA,27.24,NA,7628,1079,0.8837,8,0
1986-04-27,47,3822705,42nd Street,St. James Theatre,264987,NA,30.92,NA,8569,1655,0.6472,8,0
1986-04-27,47,3822705,A Chorus Line,Sam S. Shubert Theatre,234722,NA,28.76,NA,8161,1472,0.693,8,0
1986-04-27,47,3822705,Benefactors,Brooks Atkinson Theatre,131535,NA,28.25,NA,4656,1080,0.5389,8,0
1986-04-27,47,3822705,Big Deal,Broadway Theatre,218429,NA,34.32,NA,6365,1741,0.457,8,0
1986-04-27,47,3822705,Big River,Eugene O'Neill Theatre,231870,NA,35.55,NA,6522,1018,0.8008,8,0
1986-04-27,47,3822705,Biloxi Blues,Neil Simon Theatre,110479,NA,22.33,NA,4947,1336,0.4629,8,0
1986-04-27,47,3822705,Brighton Beach Memoirs,46th Street Theatre,81848,NA,18.24,NA,4487,1368,0.41,8,0
1986-04-27,47,3822705,Cats,Winter Garden Theatre,455510,NA,37.92,NA,12013,1482,1.0132,8,0
1986-04-27,47,3822705,I'm Not Rappaport,Booth Theatre,106103,NA,25.22,NA,4207,785,0.6699,8,0
1986-04-27,47,3822705,La Cage aux Folles,Palace Theatre,362522,NA,34.83,NA,10409,1683,0.7731,8,0
1986-04-27,47,3822705,Long Day's Journey Into Night,Broadhurst Theatre,75297,NA,19.17,NA,3928,1186,0.552,0,6
1986-04-27,47,3822705,Loot,Music Box Theatre,88450,NA,22.94,NA,3855,1010,0.4771,8,0
1986-04-27,47,3822705,Oh! Calcutta!,Edison Theatre,33730,NA,14.22,NA,2372,499,0.5282,9,0
1986-04-27,47,3822705,Precious Sons,Longacre Theatre,55204,NA,20.48,NA,2696,1092,0.3086,8,0
1986-04-27,47,3822705,Singin' in the Rain,Gershwin Theatre,280237,NA,29.06,NA,9643,1933,0.6236,8,0
1986-04-27,47,3822705,So Long on Lonely Street,Jack Lawrence Theatre,10632,NA,15.15,NA,702,499,0.1759,8,0
1986-04-27,47,3822705,Social Security,Ethel Barrymore Theatre,151642,NA,25.09,NA,6043,1088,0.6943,8,0
1986-04-27,47,3822705,Song and Dance,Royale Theatre,194146,NA,32.07,NA,6054,1039,0.7283,8,0
1986-04-27,47,3822705,Sweet Charity,Minskoff Theatre,174744,NA,29.69,NA,5885,1621,0.4538,1,7
1986-04-27,47,3822705,The Boys in Autumn,Circle in the Square Theatre,51442,NA,15.1,NA,3407,604,0.7051,0,8
1986-04-27,47,3822705,The Mystery of Edwin Drood,Imperial Theatre,239212,NA,30.03,NA,7967,1425,0.6989,8,0
1986-04-27,47,3822705,The Petition,John Golden Theatre,81423,NA,17.42,NA,4674,805,0.7258,4,4
1986-04-27,47,3822705,The Search for Signs of Intelligent Life in the Universe,Plymouth Theatre,188541,NA,28.06,NA,6720,1079,0.8897,7,0
1986-05-04,48,3964216,42nd Street,St. James Theatre,260372,NA,30.93,NA,8419,1655,0.6359,8,0
1986-05-04,48,3964216,A Chorus Line,Sam S. Shubert Theatre,226166,NA,27.39,NA,8257,1472,0.7012,8,0
1986-05-04,48,3964216,Benefactors,Brooks Atkinson Theatre,125593,NA,27.48,NA,4571,1080,0.5291,8,0
1986-05-04,48,3964216,Big Deal,Broadway Theatre,238361,NA,35.49,NA,6717,1741,0.4823,8,0
1986-05-04,48,3964216,Big River,Eugene O'Neill Theatre,216962,NA,35.36,NA,6135,1018,0.7533,8,0
1986-05-04,48,3964216,Biloxi Blues,Neil Simon Theatre,94991,NA,23.14,NA,4105,1336,0.3841,8,0
1986-05-04,48,3964216,Brighton Beach Memoirs,46th Street Theatre,70887,NA,18.24,NA,3887,1368,0.3552,8,0
1986-05-04,48,3964216,Cats,Winter Garden Theatre,455383,NA,37.87,NA,12025,1482,1.0143,8,0
1986-05-04,48,3964216,I'm Not Rappaport,Booth Theatre,122115,NA,24.58,NA,4968,785,0.7911,8,0
1986-05-04,48,3964216,La Cage aux Folles,Palace Theatre,347305,NA,33.67,NA,10316,1683,0.7662,8,0
1986-05-04,48,3964216,Long Day's Journey Into Night,Broadhurst Theatre,116233,NA,23.66,NA,4912,1186,0.6903,6,0
1986-05-04,48,3964216,Loot,Music Box Theatre,70984,NA,21.32,NA,3329,1010,0.412,8,0
1986-05-04,48,3964216,Oh! Calcutta!,Edison Theatre,39264,NA,14.26,NA,2753,499,0.613,9,0
1986-05-04,48,3964216,Precious Sons,Longacre Theatre,44884,NA,20.29,NA,2212,1092,0.2532,8,0
1986-05-04,48,3964216,Singin' in the Rain,Gershwin Theatre,261685,NA,28.67,NA,9126,1933,0.5901,8,0
1986-05-04,48,3964216,So Long on Lonely Street,Jack Lawrence Theatre,9160,NA,10.41,NA,880,499,0.2204,8,0
1986-05-04,48,3964216,Social Security,Ethel Barrymore Theatre,164839,NA,28.47,NA,5789,1088,0.6651,8,0
1986-05-04,48,3964216,Song and Dance,Royale Theatre,171790,NA,31.57,NA,5442,1039,0.6547,8,0
1986-05-04,48,3964216,Sweet Charity,Minskoff Theatre,268756,NA,31.57,NA,8512,1621,0.6564,8,0
1986-05-04,48,3964216,The Boys in Autumn,Circle in the Square Theatre,38220,NA,17.94,NA,2131,604,0.504,6,1
1986-05-04,48,3964216,The House of Blue Leaves,Plymouth Theatre,136010,NA,18.47,NA,7362,1088,0.8458,8,0
